source_layer,year,month,lon,lat,offshore_km,zone,水质类别,pH值,溶解氧_mg_L,化学需氧量_mg_L,无机氮_mg_L,活性磷酸盐_mg_L,石油类_mg_L,Site,City_CN,Province_CN,Sea_CN
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,121.05000000000007,40.78000000000003,124.74049422702201,远海,一类,8.19,9.8,1.86,0.136,0.004,0.014,LNB07003,锦州,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,121.2600000010001,40.690000000000055,129.9079432472508,远海,二类,8.17,9.67,1.88,0.231,0.007,0.0,LNB07004,锦州,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,121.5100000000001,40.78000000000003,152.94253332543647,远海,二类,8.26,9.3,2.29,0.272,0.004,0.006,LNB07005,锦州,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,121.44000000000005,40.63000000100004,134.60323371987468,远海,三类,8.19,9.35,1.57,0.336,0.007,0.011,LNB07006,锦州,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,121.18000000000006,40.81000000000006,135.15133184694338,远海,一类,8.18,9.65,1.93,0.149,0.003,0.0,LNB07007,锦州,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,121.379999999,40.730000000000075,142.119018003633,远海,二类,8.12,9.27,1.75,0.266,0.005,0.017,LNB07008,锦州,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.71000000000004,39.92000000000007,33.3923718834047,过渡,一类,7.97,9.79,1.25,0.043,0.002,0.003,HBB03001,秦皇岛,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.56000000000006,39.85000000000008,39.416723608126354,过渡,一类,8.02,9.86,1.23,0.023,0.002,0.0,HBB03002,秦皇岛,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.78000000000009,39.72000000000003,39.52597626876967,过渡,一类,8.06,9.97,1.15,0.024,0.003,0.003,HBB03003,秦皇岛,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.33000000100003,39.51000000000005,65.5746064275763,远海,一类,8.1,9.53,1.15,0.017,0.003,0.0,HBB03004,秦皇岛,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.3900000000001,39.700000000000045,54.61606082463862,远海,一类,8.07,9.6,1.16,0.022,0.003,0.0,HBB03005,秦皇岛,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.53000000000009,39.75000000000006,50.06087693997644,远海,一类,8.08,9.84,1.33,0.032,0.005,0.0,HBB03006,秦皇岛,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.85000000000002,39.939999999000065,17.932598848977236,近岸,一类,8.06,10.01,1.31,0.025,0.003,0.0,HBB03007,秦皇岛,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.79000000000008,39.939999999000065,24.242765961787935,过渡,一类,8.06,10.14,1.18,0.036,0.008,0.0,HBB03008,秦皇岛,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.66000000000008,39.87000000000006,40.40460988549596,过渡,一类,8.07,9.86,1.31,0.034,0.003,0.002,HBB03009,秦皇岛,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.5200000000001,39.79000000000008,45.564114168930075,过渡,一类,8.1,9.28,1.17,0.018,0.008,0.002,HBB03010,秦皇岛,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.98000000100001,39.150000000000034,65.93997961652668,远海,一类,8.05,9.98,1.23,0.121,0.005,0.0,HBB02001,唐山,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.42000000000007,39.150000000000034,105.23947405797901,远海,一类,8.14,11.11,1.16,0.019,0.006,0.002,HBB02002,唐山,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.3900000000001,38.970000001000074,43.417888010146775,过渡,一类,8.12,9.68,1.24,0.135,0.008,0.002,HBB02003,唐山,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.66000000000008,39.07999999900005,49.888295324148224,过渡,一类,8.12,9.61,1.18,0.072,0.013,0.0,HBB02004,唐山,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.63000000000011,38.92000000000007,65.97733929160306,远海,一类,8.12,9.95,1.13,0.076,0.008,0.0,HBB02005,唐山,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.47000000000003,39.34000000000003,89.93740323135752,远海,一类,8.11,10.9,1.25,0.037,0.005,0.0,HBB02006,唐山,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.98999999900002,39.00000000000006,77.70792808925584,远海,一类,8.14,10.63,1.04,0.03,0.011,0.0,HBB02007,唐山,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.50000000000011,38.83000000100003,58.62019187798803,远海,一类,8.09,9.74,1.08,0.096,0.01,0.0,HBB02008,唐山,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.04000000000008,39.09000000100008,10.932232261438164,近岸,一类,8.15,9.62,1.1,0.062,0.01,0.001,HBB02009,唐山,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.2600000000001,39.13000000000005,93.82619303798636,远海,一类,8.14,10.4,1.11,0.045,0.009,0.003,HBB02010,唐山,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.25000000000011,38.81000000000006,34.85470699920491,过渡,一类,8.15,9.73,1.02,0.091,0.006,0.0,HBB02011,唐山,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.8900000000001,39.10000000000008,62.01116109217902,远海,一类,8.08,9.48,1.11,0.072,0.008,0.0,HBB02012,唐山,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.74000000000001,39.00000000000006,61.562485329942234,远海,一类,8.13,9.77,0.92,0.035,0.007,0.0,HBB02013,唐山,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.15000000000009,38.930000000000064,18.373769346550162,近岸,一类,8.16,9.63,1.21,0.111,0.01,0.0,HBB02014,唐山,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.18000000000006,39.30000000000007,78.67700045121656,远海,一类,8.14,9.92,1.06,0.039,0.011,0.0,HBB02015,唐山,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.35000000000002,39.00000000000006,38.850000000002524,过渡,一类,8.13,9.31,1.04,0.146,0.008,0.0,HBB02016,唐山,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.16000000100007,39.02000000000004,17.898212311374007,近岸,一类,8.16,9.64,1.16,0.072,0.009,0.001,HBB02017,唐山,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.00000000000011,39.07999999900005,8.879999889005717,近岸,一类,8.13,9.25,1.38,0.118,0.002,0.013,TJB02002,滨海新区,天津,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.00000000000011,38.92000000000007,8.879999999991924,近岸,一类,8.12,9.73,1.02,0.142,0.005,0.013,TJB02005,滨海新区,天津,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,117.80000000000007,38.81000000000006,30.620713577566853,过渡,二类,8.13,9.37,2.3,0.09,0.001,0.009,TJB02006,滨海新区,天津,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.09000000000003,38.680000000000064,36.8981097076743,过渡,一类,8.18,10.01,1.24,0.117,0.004,0.011,TJB02008,滨海新区,天津,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.0100000000001,39.150000000000034,16.686958979998476,近岸,一类,8.04,9.04,0.97,0.115,0.002,0.012,TJB02011,滨海新区,天津,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,117.7700000000001,38.67000000000007,19.161570916817652,近岸,三类,8.11,9.23,1.9,0.354,0.002,0.011,TJB02012,滨海新区,天津,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,117.97000000000003,39.13000000000005,14.809247111185208,近岸,一类,8.07,9.37,1.62,0.084,0.002,0.008,TJB02013,滨海新区,天津,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,117.92000000000007,38.940000000000055,11.099999999989905,近岸,一类,8.13,9.82,1.35,0.172,0.005,0.009,TJB02014,滨海新区,天津,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,117.93000000000006,39.05000000100006,9.548581110932723,近岸,一类,8.13,8.92,1.77,0.121,0.001,0.008,TJB02016,滨海新区,天津,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,117.92000000000007,38.72000000000003,27.81652027124118,过渡,一类,8.2,10.11,1.33,0.084,0.005,0.004,TJB02017,滨海新区,天津,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,117.8900000000001,38.990000000000066,12.260350729066136,近岸,一类,8.14,9.55,1.65,0.076,0.004,0.006,TJB02018,滨海新区,天津,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,117.8900000000001,38.88000000000005,18.069490861658892,近岸,一类,8.11,9.5,1.83,0.087,0.001,0.013,TJB02019,滨海新区,天津,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,117.7700000000001,38.75000000000006,27.949085852676426,过渡,二类,8.12,9.36,1.98,0.243,0.0,0.011,TJB02020,滨海新区,天津,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,117.70000000000005,38.63000000000005,18.205353608212295,近岸,三类,8.12,9.22,2.25,0.364,0.0,0.009,TJB02021,滨海新区,天津,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.04000000000008,38.81000000000006,21.552301501227184,过渡,一类,8.15,9.95,1.08,0.068,0.005,0.009,TJB02022,滨海新区,天津,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,117.97000000000003,38.660000000000025,25.913210916446168,过渡,一类,8.17,9.92,1.29,0.136,0.007,0.011,TJB02023,滨海新区,天津,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,117.78999999900009,38.450000000000045,5.659911681849959,近岸,一类,8.04,9.31,1.5,0.024,0.0,0.005,HBB10001,沧州,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,117.70000000000005,38.56000000000006,12.944713206555345,近岸,一类,8.05,8.6,1.79,0.022,0.0,0.006,HBB10002,沧州,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,117.879999999,38.36000000000007,17.898212146145053,近岸,一类,8.17,9.65,1.35,0.106,0.003,0.005,HBB10003,沧州,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.00000000000011,38.480000000000075,22.31072387890042,过渡,一类,8.01,9.63,1.37,0.039,0.002,0.006,HBB10004,沧州,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,117.87000000000012,38.57999999900005,11.799461768612602,近岸,一类,8.13,9.89,1.38,0.011,0.001,0.004,HBB10005,沧州,河北,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.09000000000003,38.33000000000004,37.313174617018,过渡,一类,8.3,9.28,1.17,0.011,0.004,0.005,SDB13001,滨州,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.17000000100006,38.450000000000045,41.44330354976636,过渡,一类,8.1,9.96,1.37,0.104,0.002,0.004,SDB13002,滨州,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,117.97000000000003,38.29000000000008,29.990548511151413,过渡,一类,8.22,8.65,1.62,0.014,0.004,0.004,SDB13003,滨州,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.17000000100006,38.230000000000075,31.74677628027491,过渡,一类,8.21,8.85,1.25,0.036,0.003,0.0,SDB13004,滨州,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,117.94000000000005,38.33000000000004,24.44521425555576,过渡,一类,8.16,9.13,1.65,0.069,0.003,0.004,SDB13005,滨州,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.63000000000011,38.230000000000075,29.325855486256064,过渡,一类,8.08,9.77,1.52,0.151,0.002,0.004,SDB05001,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.03999999900009,37.480000000000075,51.10823819438787,远海,二类,8.11,9.01,1.26,0.26,0.006,0.0,SDB05004,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.85000000000002,38.22000000000003,29.556029841642534,过渡,一类,8.16,10.08,1.28,0.162,0.001,0.004,SDB05005,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.94000000000005,38.190000001000044,22.116593423990622,过渡,一类,8.18,10.29,1.49,0.186,0.001,0.004,SDB05006,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.13000000000011,37.37000000000006,43.53125084348954,过渡,三类,8.07,8.69,1.68,0.349,0.006,0.01,SDB05008,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.38000000000011,37.62000000000006,18.83732465080588,近岸,三类,8.15,9.21,1.34,0.316,0.004,0.02,SDB05009,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.30000000000007,38.36000000000007,45.71259782598545,过渡,一类,8.24,9.85,1.29,0.094,0.002,0.006,SDB05010,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.42000000000007,38.190000001000044,22.883236324480908,过渡,一类,8.1,9.72,1.26,0.152,0.0,0.0,SDB05012,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.1400000000001,37.53000000000003,40.098509947367546,过渡,二类,8.18,9.33,1.3,0.295,0.004,0.0,SDB05013,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.90000000000009,38.150000000000034,20.01080957882269,过渡,一类,8.13,9.78,1.5,0.189,0.001,0.004,SDB05014,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.36000000000001,37.440000000000055,16.9070162950141,近岸,二类,8.11,9.03,1.22,0.26,0.005,0.01,SDB05016,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.5100000000001,37.72000000000003,24.44521425555877,过渡,二类,8.08,9.11,0.88,0.209,0.002,0.01,SDB05017,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.46000000000004,38.35000000000008,39.10289119746327,过渡,一类,8.18,9.85,1.11,0.029,0.002,0.004,SDB05018,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.20000000000005,37.53999999900003,33.594695995261134,过渡,三类,8.19,9.05,0.88,0.308,0.005,0.01,SDB05019,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.25000000000011,37.58000000000004,29.13617854145221,过渡,三类,8.15,9.23,0.82,0.304,0.006,0.0,SDB05020,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.29000000000008,38.210000000000036,32.96531813891364,过渡,一类,8.12,9.72,1.77,0.062,0.0,0.004,SDB05021,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.32000000000005,37.730000000000075,32.418841743655854,过渡,三类,8.08,9.01,0.96,0.373,0.01,0.0,SDB05022,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.52000000100008,38.210000000000036,23.4154756623279,过渡,一类,8.15,9.73,1.51,0.131,0.002,0.006,SDB05023,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.25000000000011,37.409999999000036,29.49343320498651,过渡,二类,8.02,8.85,0.93,0.26,0.006,0.01,SDB05024,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.57000000100004,38.33000000000004,37.44502372445958,过渡,一类,8.34,9.97,1.02,0.033,0.002,0.004,SDB05029,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.71000000000004,38.30000000000007,40.64783020040175,过渡,一类,8.12,10.31,1.32,0.128,0.0,0.005,SDB05030,东营,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.17000000000007,37.28000000000003,44.02378107340677,过渡,劣四类,8.17,8.46,1.55,0.559,0.002,0.012,SDB07001,潍坊,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.40999999900009,37.240000000000066,30.540132648977682,过渡,二类,8.22,8.56,1.44,0.235,0.002,0.018,SDB07002,潍坊,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.48000000000002,37.38000000000005,13.50373281725599,近岸,三类,8.1,8.98,1.37,0.4,0.006,0.01,SDB07003,潍坊,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.29000000000008,37.26000000000005,35.39838555639674,过渡,四类,8.15,8.24,1.32,0.419,0.003,0.016,SDB07004,潍坊,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.5200000000001,37.230000000000075,30.05210974290404,过渡,二类,8.17,8.75,1.3,0.249,0.005,0.017,SDB07005,潍坊,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,120.7700000000001,38.13000000000005,74.44451490875785,远海,一类,8.18,10.92,0.52,0.01,0.001,0.0,SDB06003,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,120.72000000000003,37.92000000100006,56.03026691307203,远海,一类,8.2,9.87,0.56,0.036,0.003,0.0,SDB06004,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,120.33000000000004,37.80000000000007,81.48488755591326,远海,一类,8.1,9.5,0.86,0.072,0.0,0.0,SDB06007,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,120.03000000000009,37.59000000000003,59.67217944738736,远海,一类,8.13,8.23,0.8,0.184,0.002,0.003,SDB06009,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.49999999900001,37.52000000100003,2.2200001110031193,近岸,三类,8.15,8.64,1.38,0.315,0.003,0.0,SDB06012,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.82000000000005,37.32999999900005,40.221229521103886,过渡,三类,8.02,8.65,1.0,0.331,0.002,0.0,SDB06013,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.7699999990001,37.190000000000055,33.11448332176292,过渡,二类,8.26,9.55,1.26,0.293,0.0,0.015,SDB06015,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,120.13000000000011,37.84000000100008,79.46390695391605,远海,一类,8.18,10.31,0.78,0.04,0.0,0.0,SDB06018,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.85000000000002,37.58000000000004,39.85193721765953,过渡,一类,8.21,8.92,1.26,0.158,0.004,0.0,SDB06019,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.74000000100011,37.450000000000045,27.211984600809394,过渡,二类,8.16,8.72,1.14,0.22,0.002,0.0,SDB06020,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.63000000000011,37.210000000000036,35.27635185219823,过渡,三类,8.11,9.28,1.08,0.375,0.0,0.006,SDB06021,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,120.61999999900002,37.80000000000007,53.740509947006665,远海,一类,8.21,9.45,0.63,0.032,0.001,0.0,SDB06022,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.67000000000007,37.32999999900005,26.686210000470826,过渡,三类,8.24,9.74,1.36,0.398,0.001,0.0,SDB06023,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,120.23000000000002,37.65000000100008,76.53367504581686,远海,一类,8.24,9.77,1.08,0.137,0.0,0.0,SDB06024,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,120.5000000010001,37.900000000000034,71.0746789488216,远海,一类,8.16,9.93,0.61,0.024,0.001,0.0,SDB06025,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,121.0299999990001,38.25000000000006,59.091212642667664,远海,一类,8.06,10.81,0.52,0.016,0.003,0.0,SDB06026,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,120.7700000000001,37.85000000000008,46.487669332847226,过渡,一类,8.27,9.65,0.64,0.031,0.0,0.0,SDB06027,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.60000000000002,37.42000000000007,14.214935807097849,近岸,二类,8.28,9.79,1.48,0.291,0.0,0.0,SDB06028,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,120.0200000000001,37.490000000000066,54.43528726846992,远海,二类,8.23,9.01,0.76,0.209,0.001,0.0,SDB06029,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.85000000000002,37.460000000000036,39.102891197457,过渡,二类,8.17,9.06,0.69,0.233,0.004,0.0,SDB06030,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,119.74000000100011,37.55000000000007,27.21198460081197,过渡,二类,8.2,7.81,1.32,0.21,0.0,0.0,SDB06031,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,120.30999999900007,37.940000000000055,90.83707237137482,远海,一类,8.29,10.12,0.76,0.01,0.001,0.0,SDB06032,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,120.05000000000007,37.76000000000005,67.52778761370189,远海,一类,8.27,10.54,1.05,0.086,0.0,0.0,SDB06033,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,120.55000000100006,38.07000000000005,80.61076472104183,远海,一类,8.16,10.52,0.52,0.011,0.004,0.0,SDB06034,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,120.13000000000011,37.67000000000007,72.4312211687888,远海,一类,8.31,10.7,0.92,0.11,0.001,0.0,SDB06035,烟台,山东,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.61000000000001,38.690000000000055,75.95190715182726,远海,一类,7.93,0.0,1.2,0.11,0.003,0.005,JHB00020,-,近海,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.35000000000002,38.67000000000007,53.39549981037358,远海,一类,7.96,0.0,1.1,0.113,0.004,0.005,JHB00021,-,近海,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.43000000000006,38.450000000000045,50.55072106311041,远海,一类,8.21,0.0,1.17,0.167,0.003,0.005,JHB00026,-,近海,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.72000000000003,38.450000000000045,55.59981025148064,远海,一类,8.31,0.0,1.09,0.145,0.003,0.005,JHB00027,-,近海,渤海
T2021_Bohai_Sea_Water_Quality_Data_May,2021,5,118.47000000100002,38.64000000100003,65.71537493395684,远海,一类,7.96,0.0,1.22,0.125,0.004,0.004,JHB01210,-,近海,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.47000000000003,39.68000000100005,55.865099162501366,远海,一类,8.08,9.69,0.76,0.089,0.001,0.01,LNB02003,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.71000000100003,39.35000000000008,45.306496280066064,过渡,劣四类,8.06,9.42,0.82,0.878,0.028,0.028,LNB02005,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.60000000000002,40.000000001000046,86.69377147362957,远海,一类,8.07,9.71,1.17,0.038,0.002,0.006,LNB02015,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.21000000000004,39.59000000100008,25.360524486258985,过渡,一类,8.1,9.5,0.67,0.042,0.0,0.015,LNB02016,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.19000000000005,39.450000001000035,21.80803977362735,过渡,一类,8.04,9.84,0.78,0.042,0.001,0.014,LNB02017,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.40000000000009,39.30999999900007,36.156024288647785,过渡,一类,8.05,8.54,1.06,0.103,0.006,0.02,LNB02018,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.5200000000001,39.12000000000006,13.503732817270512,近岸,一类,8.04,9.36,1.19,0.086,0.005,0.023,LNB02019,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.21000000000004,39.00000000000006,32.18999999999596,过渡,一类,8.1,9.74,0.75,0.069,0.003,0.0,LNB02020,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,120.99000000000001,38.950000000000045,56.881408210414676,远海,一类,8.02,9.58,1.01,0.111,0.001,0.033,LNB02021,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.06000000000006,38.80000000000007,53.64872412275079,远海,一类,8.15,9.77,1.07,0.089,0.003,0.02,LNB02022,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.11000000000001,38.75000000000006,51.4206826092334,远海,一类,8.02,9.43,0.9,0.085,0.006,0.04,LNB02036,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.40000000000009,39.13000000000005,18.20535360820941,近岸,一类,8.05,9.96,0.87,0.028,0.004,0.009,LNB02037,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.25000000000011,39.47999999900003,27.83865838170953,过渡,一类,8.01,11.64,0.98,0.067,0.003,0.009,LNB02038,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.82000000000005,40.04000000000008,108.98368685267553,远海,一类,8.06,10.08,1.01,0.083,0.002,0.007,LNB02039,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.09000000000003,38.88000000000005,47.419220786507275,过渡,一类,8.05,9.55,0.93,0.065,0.004,0.029,LNB02040,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.30000000000007,38.97999999900003,22.310723889925438,过渡,一类,8.06,10.02,0.85,0.066,0.003,0.004,LNB02041,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.5200000000001,39.25999999900006,28.945258568433978,过渡,一类,8.04,9.32,1.01,0.031,0.003,0.021,LNB02042,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.31000000100005,39.38000000000005,36.89810981119814,过渡,一类,8.07,9.38,0.92,0.058,0.004,0.004,LNB02043,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.33000000000004,39.61999999900007,38.97665066476987,过渡,一类,8.07,9.39,0.77,0.045,0.004,0.021,LNB02044,大连,辽宁,渤海
T2021_Bohai_Sea_Water_Quality_Data_July,2021,7,121.42999999900007,39.78000000000003,56.957170658354606,远海,一类,8.08,10.07,1.03,0.168,0.003,0.014,LNB02045,大连,辽宁,渤海
